address;district;loop_location;building_type;greening_rate;price;year;has_subway;is_hutong
海淀北太平庄街冶建院，西土城路31号;北太平庄;二至三环;板楼;30;52792;2001;0;0
丰台丰台区文体路正阳北里8号楼;丰台;三至四环;板楼;20;33654;2000;0;0
海淀新外大街西侧，北师大东北角;北太平庄;三至四环;板楼;31;54350;2000;0;0
海淀北三环马甸桥西北角;北太平庄;三至四环;塔楼;30;37404;2009;0;0
海淀北洼路52号院;八里庄;三至四环;塔楼;35;59263;2000;0;0
海淀成府路与财经东路交叉口;学院路;四至五环;板楼;35;55741;2001;0;0
朝阳平房乡朝阳北路和青年路交界处;朝阳;四至五环;板楼;45;49382;2009;1;0
丰台程庄路口北程庄路6号;丰台;四至五环;板楼;32;27673;2007;0;0
丰台五棵松地铁口往南1200米;青塔;四至五环;板楼;40;34938;1995;1;0
丰台青塔西里和大成北里路交叉处;青塔;四至五环;板楼;30;35177;1995;0;0
朝阳石佛营东里133号;石佛营;四至五环;塔楼;30;35022;2002;0;0
丰台五棵松永定路玉泉路地铁路口向南1000米;青塔;四至五环;塔楼;35;30519;2003;0;0
丰台玉泉路地铁路口向南1500米;青塔;四至五环;板楼;30;31192;2006;0;0
马家堡东路;丰台;未知;未知;29;34359;;0;0
南三环中路71号院;丰台;未知;未知;35;31480;;0;0
荟康苑;朝阳;未知;未知;31;29095;;0;0
顺义后沙峪镇火沙辅线北侧;后沙峪;未知;塔楼;30;24985;;0;0
马家堡东里;丰台;未知;未知;30;30849;;0;0
北苑路5号;朝阳;未知;未知;39;30617;;0;0
马家堡路88号院;丰台;未知;未知;40;32827;;0;0
柳芳南里;朝阳;未知;未知;23;44825;;0;0
丰台北京市丰台区青塔吴家村路兆丰园三区;青塔;四至五环;板楼;30;30593;2007;0;0
丰台小屯路2号院;青塔;四至五环;板楼;30;34829;2004;0;0
海淀中关村三桥路北;中关村;四至五环;板楼;20;65406;2001;0;0
朝阳东四环北路88号;朝阳公园;四至五环;塔楼;45;55182;2006;0;0
大兴京开路东侧西红门镇，玉泉营向南7公里;大兴;四至五环;板楼;46;24025;1999;0;0
朝阳酒仙桥10号;酒仙桥;四至五环;塔楼;30;38467;2004;0;0
海淀圆明园东路清华附中北500米厢白旗;圆明园;四至五环;板楼;38;52318;1996;0;0
海淀玉泉路地铁南50米，玉泉路46号;玉泉路;四至五环;板楼;15;46793;2000;0;0
海淀旱河路东，玉虹南街北侧;永定路;四至五环;板楼;35;31074;2006;0;0
朝阳首都机场路大山子出口往北500米;酒仙桥;四至五环;板楼;60;40289;2003;0;0
丰台北京市丰台区晓月中路;丰台;四至五环;板楼;31;30463;2000;0;0
朝阳百子湾甲12号;百子湾;四至五环;板楼;30;32075;2005;1;0
丰台南苑路,和义南里小区;丰台;四至五环;板楼;40;29246;2001;0;0
朝阳朝阳区高井甲一号;甘露园;四至五环;板楼;30;38994;1995;0;0
朝阳安慧桥北阳光广场往东200米;亚运村;四至五环;塔楼;30;40236;2001;1;0
朝阳慧忠里122号;亚运村;四至五环;塔楼;;40497;1900;0;0
朝阳京顺路香江北路1号;来广营;四至五环;板楼;30;30145;1997;0;0
朝阳北沙滩桥向北100米处，北沙滩胜利饭店西侧，北沙滩4号院;北沙滩;四至五环;板楼;36;40429;2000;0;0
朝阳健翔桥北800米南沙滩2号;北沙滩;四至五环;板楼;30;43242;2004;1;0
东城朝阳门内大街2号;东城;二环以内;塔楼;30;55396;2005;0;0
海淀朱各庄路南侧，万寿庄路西侧;公主坟;三至四环;未知;25;63227;2000;0;0
丰台卢沟桥南路北侧，抗日战争纪念雕塑馆东侧;丰台;四至五环;板楼;31.5;27589;1986;0;0
朝阳阜通东大街（保利万和电影院向北100米、大望京1号地块）;朝阳;四至五环;板楼;41.54;67345;2013;0;0
海淀香山普安店30号(农业职业学院家属院);香山;四至五环;板楼;15;39866;1999;0;0
朝阳北沙滩桥往北1.5公里路东洼里乡;北沙滩;四至五环;板楼;36;45628;2003;0;0
朝阳安慧东里2号院;亚运村小营;四至五环;塔楼;32;39306;2002;0;0
海淀阜成路26号院;航天桥;未知;未知;30;50151;1988;0;0
海淀闵庄路与旱河路路口东南角;香山;四至五环;板楼;33;51685;2009;0;0
朝阳双泉堡甲10号;北沙滩;四至五环;板楼;32;49528;2002;1;0
朝阳将台西路10号;酒仙桥;四至五环;塔楼;30;55420;2001;0;0
朝阳北京市朝阳区驼房营南路;酒仙桥;四至五环;塔楼;33;34150;2000;0;0
海淀金沟河路航天二院北门向东200米路北;五棵松;四至五环;板楼;33;42225;1993;1;0
丰台丰台区四环边丰台路口;丰台;四至五环;板楼;30;32431;2000;0;0
顺义顺义新国展西北角裕丰路与安华街交叉口;中央别墅区;未知;未知;;25521;;0;0
马家堡路33号院;丰台;未知;未知;34;33883;;0;0
南新园;朝阳;未知;未知;30;33487;;0;0
刘家窑东里;丰台;未知;未知;28;35503;;0;0
新中街乙12号;东城;未知;未知;30;46210;;0;0
海户西里;丰台;未知;未知;45;35124;;0;0
世纪龙祥嘉园;朝阳;未知;未知;36;35661;;0;0
天秀花园荷塘月舍;海淀;未知;未知;0.35;61569;;0;0
海淀五一小学对面永定路96号;五棵松;四至五环;板楼;33;57915;1999;0;0
海淀太平路36号院;五棵松;四至五环;板楼;43;49883;2006;0;0
海淀北京市海淀区复兴路34号院;五棵松;四至五环;板楼;30;64985;2000;0;0
朝阳双泉堡甲1号;北沙滩;四至五环;板楼;31;41452;2000;0;0
海淀中关村甲3号;五道口;四至五环;板楼;30;66452;2011;0;0
丰台丰台西路7号院;丰台;四至五环;板楼;31.5;35143;1996;1;0
丰台京开高速路东侧1200米;新发地;四至五环;板楼;34;31324;2005;0;0
丰台花乡新发地京开高速与京良公路交汇处西北侧;新发地;四至五环;板楼;31;27637;2011;0;0
丰台南四环新发地桥向西500米;新发地;四至五环;板楼;35;29022;2005;0;0
丰台丰仪北路北侧张仪村;丰台;四至五环;板楼;30;30673;1989;0;0
海淀学院路丁11号;学院路;四至五环;未知;30;47397;2000;0;0
海淀闵庄路与旱河路交汇口东南角;香山;四至五环;未知;33;51685;2011;0;0
海淀北京市海淀区小营东路;清河;四至五环;板楼;50;34881;2000;0;0
崇文白桥大街10号东行60米;崇文;未知;未知;40;45047;2000;1;0
西城北京市西城区西四北头条;西城;二环以内;砖楼;30;79778;2006;0;0
东城东城东四十条路口东100米;东城;二环以内;板楼;30;67450;2001;0;0
崇文广渠门立交桥东北侧，忠实里一区三号楼;崇文;二至三环;塔楼;38.68;50399;2014;1;0
东城东中街40号（东四十条地铁站东北侧）;东城;二至三环;板楼;35;43297;2003;0;0
西城二炮医院东南新德街37号;西城;二至三环;塔楼;42;55321;2000;0;0
宣武高楼村5号院;宣武;二至三环;塔楼;23;33134;2007;0;0
丰台西四环正阳大桥北250米;丰台;四至五环;板楼;31.5;34013;1990;0;0
海淀西四环中段，四季青桥南300米路西;四季青;四至五环;板楼;35;61687;2003;0;0
丰台西四环岳各庄梅市口10号院;青塔;四至五环;塔楼;30;33403;2003;0;0
海淀西四环北路65号;四季青;四至五环;板楼;45;37062;2009;0;0
海淀海淀区世纪城四季青桥西;四季青;四至五环;板楼;30;50020;2004;0;0
海淀海淀区田村路乐府江南对过;定慧寺;四至五环;板楼;20;42806;1989;0;0
海淀海淀区北四环卧虎桥甲8号院;二里庄;四至五环;板楼;30;50844;1987;0;0
海淀海淀区志新西路17号;二里庄;四至五环;板楼;33.1;48990;1994;0;0
海淀西翠路东侧复兴路甲65院;公主坟;四至五环;板楼;30;56494;1995;0;0
丰台郑常庄308号院;青塔;四至五环;板楼;41;32654;1990;0;0
丰台北京市丰台区卢沟桥路五里店第二社区;丰台;四至五环;板楼;25;32775;1990;0;0
丰台丰台西路41号院;丰台;四至五环;板楼;30;23494;2000;0;0
丰台西南四环、五环之间，五里店南里小区;丰台;四至五环;板楼;30;26872;1992;0;0
丰台程庄路与卢沟桥路交汇处西300米;丰台;四至五环;板楼;23;24137;2007;0;0
丰台丰台西路北侧，五里店南路西口;丰台;四至五环;塔楼;30;26604;2006;0;0
丰台丰台西路北侧南五里店;丰台;四至五环;板楼;30;33976;2000;0;0
丰台万源中路西侧东渠路南侧;丰台;四至五环;板楼;31.5;33397;2000;0;0
丰台小屯西路66号院;青塔;四至五环;板楼;30;50022;2005;0;0
丰台南苑龙和路北;丰台;四至五环;板楼;30;28589;1999;0;0
海淀海淀西苑北桥北小清河;北京大学;四至五环;板楼;20;41099;2000;0;0
丰台正阳大街,正阳桥以西约50米路北;丰台;四至五环;塔楼;30;33820;2001;0;0
朝阳北京市朝阳区望京东园六区;朝阳;四至五环;板楼;33;45307;2000;0;0
朝阳利泽西街向西500米京承高速旁|高尔夫球场边;朝阳;四至五环;板楼;10;36837;2000;0;0
朝阳东四环红领巾公园东一公里;朝阳;四至五环;板楼;30;34908;1990;1;0
李村南里;东城;未知;未知;30;43618;;0;0
芳群园二区6号;丰台;未知;未知;33;38405;;0;0
朝阳十里堡甲3号;朝阳;四至五环;塔楼;25;27873;1995;1;0
海淀安宁庄东路水利局一处;安宁庄;五至六环;未知;26;34308;2000;0;0
东城张自忠路地铁站向北100米;东城;二环以内;板楼;25;70744;1987;0;0
东城建国门北大街亚太大厦西侧100米;东城;二环以内;塔楼;30;57246;2000;0;0
朝阳广渠门外大街7号院;双井;二至三环;板楼;50;57124;2007;1;0
朝阳建国门外大街2号;国贸;二至三环;塔楼;21;84885;2005;1;0
东城安定门外大街86-1;东城;二至三环;塔楼;35;58291;2002;0;0
西城西城新外大街积水潭地铁站北100米路东;西城;二至三环;板楼;30;69343;2005;0;0
东城和平里东街8号院;东城;二至三环;板楼;30;60394;2000;0;0
东城和平里西街，地坛东门;东城;二至三环;板楼;45;60394;2001;0;0
朝阳建外大街24号;建国门;二至三环;塔楼;35;36468;1996;0;0
丰台南三环草桥东路8号院;丰台;三至四环;塔楼;30;35761;2004;0;0
朝阳武圣西里28号院;潘家园;三至四环;塔楼;35;36324;2000;0;0
丰台丰台南路91号院;花乡;三至四环;板楼;30;30106;2005;0;0
朝阳广顺北大街与阜通西大街交汇处北侧望京西园四区;朝阳;四至五环;板楼;35;36635;2000;1;0
朝阳十八里店乡老君堂;朝阳;四至五环;板楼;48;27094;1999;0;0
朝阳石佛营东里128号院;石佛营;四至五环;塔楼;30;31181;2000;0;0
朝阳十八里店南桥西南700米;朝阳;四至五环;板楼;30;32648;2010;0;0
建欣苑四里;丰台;未知;未知;40;32391;;0;0
朝阳朝阳公园桥以东约500米路南;石佛营;四至五环;塔楼;30;32310;1998;0;0
朝阳朝阳区石佛营七彩市场斜对面;石佛营;四至五环;板楼;;36262;2001;0;0
朝阳东四环朝阳公园附近朝阳北路农民日报社对面;石佛营;四至五环;塔楼;25;34634;2000;0;0
丰台卢沟桥乡小屯村;丰台;四至五环;板楼;30;42097;2010;0;0
丰台卢沟桥附近程庄路16号院;丰台;四至五环;板楼;30;30583;2000;0;0
丰台卢沟桥南里10号院;丰台;四至五环;板楼;40;24778;2001;0;0
丰台丰台区晓月中路1号院;丰台;四至五环;板楼;32;28125;2006;0;0
朝阳亚运村慧忠北里109号;亚运村;四至五环;板楼;25;43006;2000;0;0
朝阳望京中环南路11号院;朝阳;四至五环;板楼;28;42510;2000;0;0
朝阳望京阜通东大街;朝阳;四至五环;板楼;45;56864;2009;0;0
朝阳高碑店通快速路和朝阳路之间;朝阳;四至五环;板楼;47;35898;2003;1;0
海淀王庄路27号;五道口;四至五环;板楼;30;53016;1988;1;0
海淀海淀区明光村木材小区;北太平庄;未知;未知;30;53603;2000;1;0
东城地铁灯市口站A口向南100米;东城;二环以内;板楼;30;64584;2001;1;0
崇文广渠门内大街36号（地铁磁器口向东500米幸福大街路）;崇文;二环以内;板楼;35;60674;2004;0;0
大兴北京经济技术开发区富园东里;大兴;未知;板楼;35;38144;2000;0;0
刘家窑北里;丰台;未知;未知;30;37870;;0;0
蒲安北里;丰台;未知;未知;33;34188;;0;0
广渠路23号院;朝阳;未知;未知;;57846;;0;0
荟康苑;朝阳;未知;未知;30;27192;;0;0
洋桥北里;丰台;未知;未知;35;34583;;0;0
南三环中路19号;丰台;未知;未知;30;40335;;0;0
景泰东里;东城;未知;未知;20;42543;;0;0
定福庄西里1号院;朝阳;未知;未知;0.4;29022;;0;0
安乐林二条;东城;未知;未知;45;36895;;0;0
左家庄路甲2号;朝阳;未知;未知;35;41136;;0;0
南三环中路15号院;丰台;未知;未知;30;34438;;0;0
东城地坛东门和平里西大街东侧;东城;二至三环;板楼;45;64175;1996;1;0
海淀中关村南大街33号;紫竹桥;二至三环;板楼;;72800;2001;0;0
海淀北京外国语大学家属院;魏公村;二至三环;板楼;30;56864;2000;0;0
海淀中关村海淀南路36号东;中关村;三至四环;塔楼;30;39963;2006;0;0
朝阳亚运村慧忠里第五大道对面;亚运村;四至五环;板楼;30;45435;2001;1;0
丰台张仪村路西侧;丰台;四至五环;板楼;30;22885;2014;0;0
朝阳亚运村科荟路8号;亚运村;四至五环;塔楼;35;42932;2007;1;0
朝阳亚运村大屯北路东端;亚运村;四至五环;塔楼;35;35390;2004;1;0
朝阳湖光北街与南湖北路交叉口;朝阳;四至五环;板楼;30;37717;1998;1;0
朝阳望京西路，望承公园东南;朝阳;四至五环;板楼;30;38376;1988;1;0
朝阳广顺南大街21号;朝阳;四至五环;塔楼;32;39509;2003;1;0
朝阳亚运村慧忠北里南侧大屯;亚运村;四至五环;塔楼;30;41290;2000;0;0
朝阳慧中北路西端;亚运村;四至五环;板楼;33.8;44410;1999;0;0
朝阳亚运村安立路56号;亚运村;四至五环;塔楼;30;41987;2001;0;0
朝阳安慧桥北慧忠路，安立路交汇处东南角;亚运村;四至五环;塔楼;33.1;45468;1991;0;0
朝阳望京西路与南湖中园二条交叉口;朝阳;四至五环;板楼;15;38029;1998;1;0
朝阳北辰东路8号;燕莎;四至五环;板楼;25;39817;1991;0;0
大兴玉泉营环岛南4公里;大兴;四至五环;板楼;30;21171;2000;0;0
朝阳阜安西路，望京东园;朝阳;四至五环;板楼;35;48766;2004;1;0
海淀永定路98号院;永定路;四至五环;板楼;25;57582;2000;1;0
朝阳望京西路与湖光北街交叉口;亚运村小营;四至五环;板楼;30;44087;1996;1;0
朝阳北四环亚运村北苑路178号;亚运村小营;四至五环;板楼;42.6;52492;2003;1;0
朝阳小营路12号院;亚运村小营;四至五环;塔楼;38;34752;1998;0;0
朝阳亚运村小营路9号;亚运村小营;四至五环;塔楼;53;39566;2000;0;0
朝阳望京花家地街与南湖北街交叉路口;朝阳;四至五环;板楼;30;46846;2001;0;0
丰台北京市丰台区，京良路北;花乡;四至五环;板楼;30;21778;2000;0;0
朝阳东四环宵云桥东芳园西路7号;酒仙桥;四至五环;塔楼;25;30350;2000;0;0
大兴西红门镇中心规划区一区欣荣北大街;大兴;四至五环;板楼;32;32526;2011;0;0
丰台久敬庄南苑路东;丰台;四至五环;板楼;31.5;36048;2001;0;0
西城南草厂街西侧经济科学大学中专部东侧;西直门;二环以内;板楼;25;61981;1987;1;0
崇文天坛火桥北里（龙潭路北）;崇文;二环以内;板楼;10;45575;2001;0;0
东城新闻出版大厦西侧，朝阳门内大街75号院;东城;二环以内;板楼;30;64191;2001;0;0
东城小黄庄前街（地铁和平西桥南500米）;东城;二至三环;板楼;30;46780;2000;1;0
西城复兴门外大街南礼士路三条;西城;二至三环;板楼;45;65754;1987;1;0
蒲黄榆四里;丰台;未知;未知;20;35942;;0;0
定福庄西里2号院;朝阳;未知;未知;0.25;27522;;0;0
蒲黄榆路17号院;丰台;未知;未知;30;37050;;0;0
京通新城;朝阳;未知;未知;20;21348;;0;0
西罗园一区;丰台;未知;未知;20;34801;;0;0
丽园C区;大兴;未知;未知;35;26303;;0;0
西黄新村西里;石景山;未知;未知;36;35803;;0;0
西四环南路;丰台;未知;未知;0.3;33712;;0;0
翠微中里;海淀;未知;未知;40;62920;;0;0
东城青年湖南街27号;东城;二至三环;板楼;40;58655;1998;0;0
东城安定门外安德里北街;东城;二至三环;塔楼;20;53800;1986;0;0
东城和平里和平东桥西南（近和平里东街路口）;东城;二至三环;板楼;30;49915;2000;0;0
西城北京动物园西侧，临近向东小学;西直门;二至三环;板楼;30;55066;1993;0;0
朝阳北三环太阳宫桥向北约800米;朝阳;三至四环;未知;35;80696;2012;1;0
丰台丰台北路与京保公路交叉口处;丰台;四至五环;塔楼;36;30842;2005;0;0
丰台丰台区体育中心西50米;丰台;四至五环;板楼;33;32139;1996;0;0
丰台大红门桥南500米轴转东300米;丰台;四至五环;板楼;35;30006;2000;0;0
丰台大红门，南四环1公里;丰台;四至五环;板楼;57;27930;2001;0;0
大兴南苑东营房，南大红门路东侧;大兴;四至五环;板楼;30;23017;2000;0;0
大兴庑殿路15号;大兴;四至五环;板楼;35;25763;2006;0;0
朝阳北京朝阳区红霞路酒仙桥十一街坊;酒仙桥;四至五环;板楼;30;35186;2000;0;0
朝阳将台路与驼房营路交叉口(卡布奇诺路南);酒仙桥;四至五环;板楼;30;52369;2011;1;0
朝阳东四环北路东风桥北侧150米;酒仙桥;四至五环;塔楼;34;43163;2006;0;0
朝阳酒仙桥彩虹路6号;酒仙桥;四至五环;板楼;40;30319;2002;0;0
丰台丰台区大红门村甲2号;丰台;四至五环;板楼;33.6;29042;2007;0;0
石景山万达广场南侧，南临鲁谷路西接银河东二路;石景山;四至五环;板楼;30;28239;2009;1;0
崇文崇文门地铁站往西200米;崇文;二环以内;板楼;36;51724;2000;0;0
崇文白桥大街甲2号东便门立交桥;崇文;二环以内;板楼;50;48054;1999;0;0
宣武广莲路1号;白纸坊;二环以内;塔楼;30;44507;1997;0;0
东城安定门外西滨河路19号;东城;二至三环;板楼;26;109964;2008;0;0
朝阳潘家园地铁站西侧400米;潘家园;二至三环;板楼;32;36293;1998;0;0
东城安定门外大街183号;东城;二至三环;塔楼;25;48164;1998;0;0
东城地铁安定门站东北向200米;东城;二至三环;板楼;32;60282;1996;0;0
石景山石景山区人民政府南侧（银河南街东100米）;石景山;四至五环;板楼;33;31915;1996;1;0
石景山鲁谷路74号,中国瑞达系统装备公司院内;石景山;四至五环;板楼;25;44526;1998;1;0
石景山鲁谷大街与莲石东路交口西南角;石景山;四至五环;板楼;30;29230;1998;1;0
石景山鲁谷大街焦家坟路口南车站;石景山;四至五环;板楼;30;31346;1993;1;0
石景山玉泉路15号;石景山;四至五环;板楼;30;34131;2001;1;0
西幸福街;丰台;未知;未知;30;35877;;0;0
北大街;丰台;未知;未知;28;33550;;0;0
东幸福街;丰台;未知;未知;0.32;36526;;0;0
文体路乙11号院;丰台;未知;未知;30;36317;;0;0
白纸坊站旁边|宣武白广路;白纸坊;未知;板楼;34;47778;;0;0
北大地三里;丰台;未知;未知;30;36151;;0;0
电报局街;丰台;未知;未知;0.3;35463;;0;0
大红门东后街;丰台;未知;未知;20;39359;;0;0
石景山石景山区鲁谷大街永乐东小区;石景山;四至五环;板楼;30;32436;1980;0;0
石景山鲁谷路与银河南街路口以西路南;石景山;四至五环;板楼;30;38011;2000;0;0
朝阳朝阳路，高井财满街路口往北50米;朝阳;四至五环;板楼;35;31171;1999;1;0
朝阳北京市朝阳区高碑店北路;朝阳;四至五环;未知;42;33088;2000;1;0
丰台丰台区北大地以西程庄路以东;丰台;四至五环;板楼;49;32909;2000;0;0
丰台丰台六营门航天部东侧万源西里;丰台;四至五环;塔楼;30;26048;2001;0;0
海淀田村路19号院;田村;四至五环;板楼;25;39789;2000;0;0
海淀旱河路和田村路交汇处的西北角;田村;四至五环;板楼;34;42699;2004;0;0
朝阳高碑店路177号;朝阳;四至五环;板楼;30;23549;2000;0;0
朝阳紫玉东路1号(亚运村正北1.5公里处);亚运村;四至五环;板楼;80;79911;2001;0;0
海淀北京市海淀区中关村北二条;中关村;四至五环;板楼;20;75117;2000;0;0
朝阳望京广顺南大街北口华联商厦对面;朝阳;四至五环;板楼;25;38749;1990;1;0
海淀圆明园东门;圆明园;四至五环;板楼;30;50750;2001;0;0
海淀青龙桥玉泉山路;颐和园;四至五环;板楼;45;73765;2005;0;0
丰台世界公园向南2公里中华文化园西门;丰台;四至五环;板楼;50;21687;2001;0;0
丰台西四环南路西侧西幸福街;丰台;四至五环;板楼;30;34476;2000;0;0
朝阳四惠以北,四惠桥北100米;四惠;四至五环;板楼;50;36407;2003;0;0
朝阳朝阳路与高碑店北路的交叉口;甘露园;四至五环;塔楼;30;32258;2001;1;0
海淀八家南区194号;清华园;四至五环;板楼;23;39920;2013;0;0
海淀圆明园西路骚子营，中共中央党校东侧;圆明园;四至五环;板楼;30;39992;2000;0;0
朝阳十里堡北1.5公里，石佛营东里126号院;石佛营;四至五环;塔楼;30;26973;1999;1;0
宣武白纸坊南里1号;白纸坊;二环以内;塔楼;30;46989;2001;0;0
崇文崇文门白桥大街（东便门桥南）;崇文;二环以内;板楼;25;47602;2008;0;0
宣武菜园街南端东侧，白纸坊西街北侧;白纸坊;二环以内;板楼;30;48601;1998;0;0
宣武白广路东里45号;白纸坊;二环以内;板楼;30;41197;2001;0;0
朝阳大屯路甲21号;亚运村;四至五环;塔楼;30;33258;1999;0;0
朝阳双桥东路与双桥中路交叉口东北角;双桥;四至五环;板楼;38;21261;1999;0;0
海淀荷清路西侧清华大学校内;清华园;四至五环;板楼;30;62265;1984;0;0
朝阳北四环芍药居北里小区214号楼;芍药居;四至五环;塔楼;40;51378;2003;0;0
朝阳中央公园区朝阳北路与十里堡路交汇处东北角;朝阳;四至五环;塔楼;25;36589;2010;0;0
朝阳朝阳路十里堡一号;朝阳;四至五环;板楼;32;45777;2008;0;0
朝阳东南四环十八里店北桥东;朝阳;四至五环;板楼;30;26644;2007;0;0
朝阳朝阳区石佛营东里甲1号;石佛营;四至五环;塔楼;30;37720;2007;0;0
朝阳十里堡东里108号楼(华堂商场对面）;朝阳;四至五环;塔楼;30;31213;2004;0;0
朝阳朝阳北路99号;朝阳;四至五环;塔楼;35;35815;2010;0;0
海淀石景山区玉泉路甲65号11中学对面;玉泉路;四至五环;板楼;30;38375;1999;0;0
海淀中关村甲4号楼;中关村;四至五环;板楼;;73235;2000;0;0
丰台马家堡198号院;丰台;四至五环;板楼;31.5;34602;2003;0;0
丰台西南五环世界森林公园东侧;丰台;四至五环;板楼;23;27830;2001;0;0
宣武白纸坊西街路口红绿灯东侧;白纸坊;未知;板楼;30;55551;2001;0;0
朝阳东坝高杨树，朝新家园东里一区南侧;东坝;四至五环;板楼;30;27744;2006;0;0
朝阳望京北小河森林公园东侧;朝阳;四至五环;板楼;33.4;60679;2009;0;0
朝阳北苑路86号院;亚运村;四至五环;板楼;30;52565;2006;0;0
丰台程庄路10号;丰台;四至五环;塔楼;31.5;20164;2005;0;0
朝阳东四环北路7号;朝阳公园;四至五环;未知;80;100000;2005;0;0
海淀学清路16号;学院路;四至五环;板楼;30;31256;2001;0;0
朝阳北苑辛店路1号;北苑;四至五环;板楼;30;56967;2006;0;0
北大地一里;丰台;未知;未知;30;37537;;0;0
定福庄南里1号院;朝阳;未知;未知;0.3;34275;;0;0
海淀西四环定慧寺桥西约2公里;永定路;四至五环;未知;32.6;50999;2003;0;0
朝阳朝阳路67号院;朝阳;四至五环;板楼;46;43878;2000;0;0
朝阳东四环朝阳路与兴隆西街东南角（天鹅湾南100米）;朝阳;四至五环;板楼;6.26;41231;2015;0;0
朝阳太平庄黄杉木店路188号;朝阳;四至五环;板楼;30;38679;2006;0;0
丰台玉泉路地铁南800米;青塔;四至五环;板楼;30;37516;2000;0;0
朝阳东四环朝阳公园桥东南角200米，石佛营东里;朝阳;四至五环;板楼;32;66654;2013;0;0
丰台玉泉路地铁南2500米小屯路;青塔;四至五环;板楼;30;20684;2003;0;0
朝阳朝阳北路107号院;朝阳;四至五环;塔楼;30.5;42108;2004;0;0
朝阳朝阳北路与朝阳路之间，黄杉木店路的东侧;朝阳;四至五环;板楼;30.2;47220;2009;0;0
崇文东花市南里东区8号;崇文;二环以内;板楼;40;39209;2006;0;0
宣武西二环白纸坊桥附近鸭子桥小区;白纸坊;二环以内;板楼;30;42358;1995;0;0
宣武白纸坊西街与新安中里二巷交叉口;白纸坊;二环以内;板楼;35;50439;2003;0;0
朝阳朝阳路高井财满街北建材小区;朝阳;四至五环;板楼;32;27113;2000;0;0
朝阳朝阳区亚运村东2公里;亚运村小营;四至五环;塔楼;30;33040;2000;0;0
朝阳青年路88号（朝阳大悦城北）;朝阳;四至五环;未知;33.8;50121;2012;0;0
丰台小屯路108号(西长安街玉泉路路口向南4000米路西);青塔;四至五环;板楼;40;46721;2011;0;0
丰台丰台区大红门石榴庄小区;丰台;四至五环;板楼;30;25608;2002;0;0
丰台南四环以南花乡新发地;新发地;四至五环;板楼;42;28381;2010;0;0
丰台公益东桥南侧大红门南路;丰台;四至五环;板楼;25;31045;2000;0;0
丰台西南四环科丰桥南约1000米路东（9号线郭公庄站西200米）;丰台;四至五环;板楼;30;39651;2014;0;0
朝阳朝阳公园桥东姚家园路甲8号;朝阳公园;四至五环;板楼;45;44253;2008;0;0
丰台大成里居住区;丰台;四至五环;塔楼;30;37203;2000;0;0
大兴大兴西红门镇政府往东800米;大兴;四至五环;板楼;;20812;2000;0;0
大兴西红门镇(京开高速以西京良路南侧);大兴;四至五环;板楼;30.2;31204;2009;0;0
丰台丰台区西安街丰台医院正阳桥西;丰台;四至五环;板楼;30;35362;1993;0;0
丰台角门北路甲8号，马家堡路附近;丰台;四至五环;塔楼;30;34515;2000;0;0
朝阳广渠东路33号(广渠路与石门东路交汇处);百子湾;四至五环;板楼;31;38500;2012;0;0
朝阳香江路北口机场高速出口;朝阳;四至五环;板楼;31;44286;2000;0;0
丰台丰台区大瓦窑村693号;丰台;四至五环;板楼;32;30779;2010;0;0
大兴旧宫镇南小街南路;大兴;四至五环;板楼;30;20679;1998;0;0
大兴小红门路30号;大兴;四至五环;板楼;31.2;25525;2001;0;0
刘家窑南里;丰台;未知;未知;20;35679;;0;0
青塔东里7号院;丰台;未知;未知;32;30747;;0;0
大成路28号院;丰台;未知;未知;40;35094;;0;0
工体北路六十六号;东城;未知;未知;30;58911;;0;0
小屯西路66号院;丰台;未知;未知;30;33849;;0;0
百子湾南2路74号院;朝阳;未知;未知;0.31;60857;;0;0
张仪村路4号院;丰台;未知;未知;30;26850;;0;0
青塔西里6号院;丰台;未知;未知;35;29986;;0;0
工体北路;东城;未知;未知;30;55904;;0;0
熙公馆;丰台;未知;未知;;31117;;0;0
日坛北路2号院;朝阳;未知;未知;30;65302;;0;0
恒松园小区;丰台;未知;未知;35;32916;;0;0
远洋一方溪语苑;朝阳;未知;未知;;31861;;0;0
蒲安西里;丰台;未知;未知;33;36566;;0;0
小屯路2号院;丰台;未知;未知;35;33428;;0;0
绿洲家园;朝阳;未知;未知;30;21527;;0;0
青塔东里;丰台;未知;未知;32;31379;;0;0
东三环南路17号;朝阳;未知;未知;20;41265;;0;0
大兴旧宫镇宣颐路16号;大兴;四至五环;板楼;30;30400;2001;0;0
丰台卢沟桥路五里店;丰台;四至五环;板楼;22;25884;2001;0;0
丰台卢沟桥南里1号西院;丰台;四至五环;板楼;30.6;31322;2001;0;0
丰台丰台区宛平城区晓月苑五里;丰台;四至五环;板楼;42;22741;2004;0;0
丰台京石公路卢沟新桥东南;丰台;四至五环;板楼;32.5;26264;1995;0;0
丰台丰台区丰葆路168号（世界公园南侧）;花乡;四至五环;未知;30;41970;2000;0;0
丰台西四环南路1号;花乡;四至五环;板楼;30;45065;2009;0;0
丰台北京市丰台区新发地小区;花乡;四至五环;板楼;30;29347;2000;0;0
丰台丰台区花乡四合庄育仁里;花乡;四至五环;板楼;30;33579;1997;0;0
丰台南苑路大红门;丰台;四至五环;板楼;30;27815;2001;0;0
