address;district;loop_location;building_type;greening_rate;price;year;has_subway;is_hutong
朝阳姚家园路与青年路交口东北200米，活力东方OUTLETS北侧;朝阳;四至五环;未知;50;51468;2013;0;0
朝阳科荟路西路(国家森林公园以西);朝阳;四至五环;板楼;36;60236;2009;0;0
海淀颐和园路北;北京大学;四至五环;板楼;;48609;2001;0;0
朝阳大山子桥附近大山子荧屏里车站;朝阳;四至五环;板楼;30;33893;1996;0;0
东城地铁和平西桥西南侧安定门外大街;东城;二至三环;未知;20;49866;2000;0;0
朝阳北四环东路花家地街;朝阳;四至五环;板楼;30;41368;1993;0;0
朝阳双泉堡花虎沟8号;朝阳;四至五环;板楼;30;49315;2005;0;0
朝阳望京广顺北大街叶青大厦对面利泽西园内;朝阳;四至五环;塔楼;30;36765;2004;0;0
朝阳北四环八达玲高速北沙滩桥北50米;北沙滩;四至五环;板楼;47;45498;1998;0;0
朝阳北沙滩7号院;北沙滩;四至五环;板楼;30;43448;1999;0;0
朝阳花家地东路5号;朝阳;四至五环;塔楼;38;33399;2000;0;0
朝阳北四环望京南湖北路南湖派出所路对面;朝阳;四至五环;塔楼;30;38965;1998;0;0
朝阳阜安路与宏泰东街交汇处;朝阳;四至五环;板楼;30;65718;2012;0;0
朝阳北苑路172号（亚运村北小营）;亚运村小营;四至五环;塔楼;40;43336;2001;0;0
朝阳博大路23号院;朝阳;四至五环;板楼;40;24857;2005;0;0
丰台玉泉路地铁往南1000米小屯路东里;青塔;四至五环;板楼;;38115;1982;0;0
朝阳朝阳区北沙滩桥北1公里处;北沙滩;四至五环;板楼;30;47024;2004;0;0
海淀北太平路甲18号院;五棵松;四至五环;板楼;;49680;2000;0;0
丰台西南四环世界公园南侧;丰台;四至五环;板楼;30;22520;2001;0;0
丰台小屯路28号院;青塔;四至五环;塔楼;30;37879;2000;0;0
海淀五棵送地铁口南沙窝桥西;五棵松;四至五环;板楼;32;51735;1990;0;0
海淀海淀区太平路42号院;五棵松;四至五环;板楼;30;56518;2000;0;0
海淀海淀区太平路33号五一小学旁;五棵松;四至五环;板楼;30;48380;1988;0;0
海淀永定路十字路口西南永定路小区内;五棵松;四至五环;板楼;33;40424;1998;0;0
丰台丰台区玉泉路口往南1500米;青塔;四至五环;塔楼;35;31614;2001;0;0
海淀林业大学北门对过;五道口;四至五环;板楼;30;50405;1985;0;0
海淀五道口华清嘉园8号楼后面;五道口;四至五环;板楼;30;62123;1900;0;0
海淀王庄路27号院;五道口;四至五环;板楼;30;48413;1996;0;0
朝阳北沙滩11号院;北沙滩;四至五环;塔楼;31;42827;2000;0;0
朝阳东四环慈云寺桥东北角;朝阳;四至五环;板楼;31;51003;2013;0;0
海淀双清路与清华东路交汇处;五道口;四至五环;塔楼;30.2;46939;2012;0;0
海淀清华园三才堂42号甲清华大学南门;五道口;四至五环;板楼;30;57456;2008;0;0
海淀北四环中路279号;五道口;四至五环;板楼;41;50505;1988;0;0
丰台西四环科丰桥南800米路东丰葆路98号;丰台;四至五环;板楼;30;50804;2012;0;0
丰台西四环永定路路口向南1500米;青塔;四至五环;塔楼;40;31909;2006;0;0
海淀北京市海淀区田村路40号;田村;四至五环;板楼;30;35704;1989;0;0
兆丰园三区;丰台;未知;未知;30;31345;;0;0
华富丽苑;丰台;未知;未知;30;30725;;0;0
双桥温泉东里;朝阳;未知;未知;30;22207;;0;0
玉林东里三区;丰台;未知;未知;30;38512;;0;0
朝阳奥林匹克公园路西，北沙滩桥北1000米;朝阳;四至五环;板楼;31.6;62438;2002;0;0
海淀田村路与砂石厂路东南角;田村;四至五环;板楼;30;41400;2007;0;0
海淀海淀区田村路56号;田村;四至五环;板楼;36;41049;2001;0;0
海淀田村路与旱河路交汇口;田村;四至五环;板楼;22;41715;2001;0;0
海淀四季青乡龚村(阜石路与五环交汇处);田村;四至五环;板楼;35.1;30613;2004;0;0
丰台玉泉营环岛西南6公里;玉泉营;四至五环;板楼;40;20402;2001;0;0
大兴康庄路10号;大兴;五至六环;板楼;40.3;29853;2004;0;0
朝阳团结湖中路,与团结湖路路口以东约200米路南;团结湖;三至四环;板楼;30;39649;1990;0;0
朝阳朝阳公园西路5号;朝阳公园;三至四环;板楼;30;44347;1997;0;0
朝阳区东北三环太阳宫中路，地铁10号线太阳宫站;朝阳;三至四环;板楼;30;71268;2013;0;0
朝阳朝阳公园西路17号;朝阳公园;三至四环;板楼;25;49368;2004;0;0
朝阳六里屯西口243号;团结湖;三至四环;塔楼;30;41927;2001;0;0
朝阳广顺北大街31号院;朝阳;四至五环;板楼;35;45579;2003;0;0
朝阳六里屯西口243号;朝阳;四至五环;板楼;40;36478;1999;0;0
丰台大成路南侧小屯路10号;青塔;四至五环;板楼;25;39721;2000;0;0
丰台南四环新发地，丰南环岛西;丰台;四至五环;板楼;4;28440;2002;0;0
丰台丰区西南四环看丹桥附近;丰台;四至五环;板楼;31.5;31325;2000;0;0
海淀二龙闸路南侧，圆明园西路;万泉河;四至五环;未知;78;72108;2010;0;0
丰台和义南苑西路南侧;丰台;四至五环;板楼;30;21558;2000;0;0
丰台五爱屯东街向北200米;丰台;四至五环;板楼;32.5;22244;2001;0;0
海淀北京市海淀区四季青桥常青园路;四季青;四至五环;塔楼;45;31440;2000;0;0
丰台卢沟桥路五里店北站路南;丰台;四至五环;板楼;41;31158;2005;0;0
丰台西四环科丰桥南800米路东;丰台;四至五环;未知;30;48220;2013;0;0
海淀成府路清华南门;清华园;四至五环;塔楼;30;60010;2001;0;0
海淀成府路清华大学南门对面;清华园;四至五环;板楼;30;69127;2001;0;0
海淀大柳树路西侧大柳树19号;西直门外;四至五环;板楼;;59320;2000;0;0
海淀海淀区学清路林业大学;学院路;四至五环;板楼;40;51716;2000;0;0
海淀北京市海淀区西苑操场甲１号（海淀区西苑小学）;清华园;四至五环;未知;20;49641;1990;0;0
海淀五道口城铁西北侧成府路35号;五道口;四至五环;板楼;30;66543;2000;0;0
海淀清华大学北门，荷清路;清华园;四至五环;板楼;38;68728;2005;0;0
海淀五棵松北太平路3号院;五棵松;四至五环;未知;36;59904;1999;0;0
海淀砂石厂路与田村路交汇处的东北角;田村;四至五环;板楼;30;40122;2008;0;0
海淀海淀区清华东路17号（农大院内）;农大;四至五环;板楼;30;44966;2000;0;0
海淀昆明湖路37号;清河;四至五环;未知;37;41229;2000;0;0
海淀二里庄学院路18号;二里庄;四至五环;板楼;40;52363;2000;0;0
海淀西四环137号院;定慧寺;四至五环;板楼;30;38359;1999;0;0
海淀吴家村10号院;公主坟;四至五环;板楼;30;38971;1999;0;0
丰台正阳新开局6号院;丰台;四至五环;板楼;;33612;2000;0;0
丰台小屯路149号（玉泉路路口向南3500米）;青塔;四至五环;板楼;34.9;39702;2006;0;0
海淀芙蓉北路北大西门南侧200米;北京大学;四至五环;板楼;30;46542;2001;0;0
海淀北四环中关村北大南门海龙大厦附近;北京大学;四至五环;板楼;30;47750;1999;0;0
海淀万泉河快速路，北京大学附近;北京大学;四至五环;板楼;20;42171;1980;0;0
蔚园;丰台;未知;未知;30;30319;;0;0
博大路23号院;朝阳;未知;未知;40;25507;;0;0
双桥南街9号院;朝阳;未知;未知;30.2;25397;;0;0
马连道路13号院;西城;未知;未知;;39135;;0;0
芍药居14号院;朝阳;未知;未知;10;48543;;0;0
华源一里;丰台;未知;未知;30;28353;;0;0
双桥东路1号院;朝阳;未知;未知;0.3;26668;;0;0
马连道北里;西城;未知;未知;0.28;45800;;0;0
芍药居;朝阳;未知;未知;30;47072;;0;0
海淀志新桥以北约100米路西;二里庄;四至五环;板楼;30;53394;1990;0;0
海淀海淀志新村，志新东路甲8号;二里庄;四至五环;板楼;15;54533;1991;0;0
海淀志新路,北斗商厦以北50米;二里庄;四至五环;板楼;30;55384;1997;0;0
海淀海淀区志新西路7号;二里庄;四至五环;板楼;33;46160;2000;0;0
朝阳石佛营路，红领巾公园东侧;石佛营;四至五环;板楼;30;33255;2000;0;0
朝阳石佛营东里131号;石佛营;四至五环;塔楼;35;31783;2002;0;0
朝阳广泽路2号，望京新兴产业区;朝阳;四至五环;未知;40;49057;2003;0;0
朝阳北京市朝阳区老君堂村甲3号;朝阳;四至五环;未知;30;27596;2000;0;0
海淀志新路16号院;二里庄;四至五环;板楼;30;55242;2001;0;0
丰台丰台区丰台路口西500米;丰台;四至五环;板楼;30;31407;2000;0;0
丰台大红门南路西侧新华路1号院;丰台;四至五环;板楼;32.5;31696;1986;0;0
丰台大红门桥南1200米，中轴路西100米;丰台;四至五环;板楼;30;26395;2001;0;0
丰台丰台区南大红门路36号;丰台;四至五环;板楼;31.5;30126;2000;0;0
丰台丰台区南苑东路5号东高地;丰台;四至五环;板楼;32.5;29445;2000;0;0
丰台丰台区大红门南苑东路;丰台;四至五环;板楼;33;27101;2000;0;0
丰台丰台区万源南路4号;丰台;四至五环;板楼;30;26846;2001;0;0
丰台东高地航天科技城内，三角地第二社区;丰台;四至五环;塔楼;30;25106;2001;0;0
丰台万源南路和南大红门路的交叉口附近;丰台;四至五环;板楼;30;21108;2001;0;0
丰台丰葆路118号;丰台;四至五环;未知;40;41832;2001;0;0
丰台丰台西路路口往北300米;丰台;四至五环;其它;32;27304;2007;0;0
海淀颐和园路102号;北京大学;四至五环;板楼;30;45676;1998;0;0
朝阳望京新兴产业区35号地;朝阳;四至五环;塔楼;25;31432;2001;0;0
朝阳望京中环南路甲2号;朝阳;四至五环;塔楼;30;29276;2002;0;0
朝阳望京科技园望京东路8号;朝阳;四至五环;塔楼;46;31264;2008;0;0
朝阳朝阳区广泽路2号;朝阳;四至五环;未知;32;50336;2000;0;0
朝阳姚家园西口265号;石佛营;四至五环;板楼;30;41794;2008;0;0
朝阳芍药居4号院;芍药居;四至五环;板楼;10;40294;2000;0;0
朝阳北四环东路89号;芍药居;四至五环;板楼;80;82159;1998;0;0
朝阳朝阳区北苑路32号院;亚运村;四至五环;塔楼;25;30136;2009;0;0
朝阳地铁望京站西北;朝阳;四至五环;板楼;30;46487;1998;0;0
朝阳地铁望京站西北;朝阳;四至五环;板楼;30;46487;1998;0;0
朝阳花家地街北侧望京大厦旁边;朝阳;四至五环;板楼;30;36977;1990;0;0
朝阳地铁一号线四惠至四惠东站之间;四惠;四至五环;板楼;31;35354;2007;0;0
朝阳四惠地铁站东50米;四惠;四至五环;塔楼;30;37956;2002;0;0
朝阳四惠华能桥西南角;四惠;四至五环;板楼;30;22612;2005;0;0
朝阳北辰东路6号院;亚运村;四至五环;板楼;30;52872;2010;0;0
朝阳亚运村大屯路安慧北里逸园10号楼;亚运村;四至五环;塔楼;30;36981;2002;0;0
朝阳朝阳十里堡甲三号;朝阳;四至五环;板楼;38;33892;2003;0;0
朝阳望京西路与河荫西路交叉处;朝阳;四至五环;板楼;30;47556;2000;0;0
朝阳望京花家地西里八间房金兴路16号;朝阳;四至五环;塔楼;30;38465;2003;0;0
朝阳酒仙桥南十里居35号楼;酒仙桥;四至五环;板楼;35;36723;2001;0;0
朝阳双桥东路9号;双桥;五至六环;未知;40;21492;2001;0;0
朝阳北京市朝阳区雅成二里;朝阳;未知;塔楼;33;32848;2000;0;0
朝阳朝阳区广顺南大街望京路4号院;朝阳;未知;未知;33;41737;2000;0;0
朝阳北京市朝阳区小红门乡龙爪树南里;朝阳;未知;未知;32;29213;2000;0;0
朝阳东三环长虹桥边白家庄小区;三里屯;二至三环;未知;30;40910;1995;0;0
朝阳朝阳公园南区西里8号;朝阳公园;三至四环;板楼;35;83942;2005;0;0
华源一里8号院;丰台;未知;未知;30;37027;;0;0
酒仙桥路26号院;朝阳;未知;未知;31;32262;;0;0
华源二里;丰台;未知;未知;38;39602;;0;0
科学园南里三区;朝阳;未知;未知;10;59204;;0;0
太平里;西城;未知;未知;20;35544;;0;0
永善里;丰台;未知;未知;23;30964;;0;0
北大地二里;丰台;未知;未知;30;35248;;0;0
朝阳花家地街5号院;朝阳;四至五环;未知;;24999;2000;0;0
朝阳朝阳公园桥东北角;朝阳公园;四至五环;板楼;33.7;61809;2017;0;0
朝阳望京阜通东大街东侧A3区，望京新城的东北200米;朝阳;四至五环;板楼;45;47735;2009;0;0
朝阳望京西路与南湖中园二条交叉口东北角;朝阳;四至五环;板楼;35;37468;2005;0;0
朝阳北四环东路甲9号;朝阳;四至五环;塔楼;30;44670;2001;0;0
朝阳太阳宫乡太北村;朝阳;四至五环;板楼;30;46474;2012;0;0
朝阳亚运村北炎黄艺术馆旁;亚运村;四至五环;塔楼;32;33569;1997;0;0
朝阳安慧桥北慧忠路，北辰对面;亚运村;四至五环;塔楼;30;44506;1996;0;0
朝阳亚运村阳光广场往东300米;亚运村;四至五环;板楼;31;42045;2003;0;0
朝阳朝阳区慧忠路9号,北四环亚运村炎黄艺术馆向东100米路北;亚运村;四至五环;塔楼;30;38282;2006;0;0
朝阳望京新兴产业36号地-望京广顺北大街星源国际后侧;朝阳;四至五环;塔楼;31;38541;2001;0;0
朝阳广顺北大街八十中学对面;朝阳;四至五环;塔楼;31;40693;2002;0;0
朝阳洼里乡龙王堂林萃路西侧;朝阳;四至五环;未知;51;62136;2003;0;0
朝阳亚运村辛店路1号;亚运村;四至五环;未知;67;58000;2012;0;0
海淀北京市海淀区北太平路22号;五棵松;四至五环;未知;30;46644;2000;0;0
朝阳青年路西侧润枫水尚东区;朝阳;四至五环;板楼;30;41009;2000;0;0
朝阳四元桥西北畔300米;朝阳;四至五环;塔楼;30;43902;1998;0;0
朝阳广顺南大街和阜通东大街交界处;朝阳;四至五环;塔楼;30;29735;2009;0;0
朝阳望京新城A1区;朝阳;四至五环;板楼;39.7;46396;2011;0;0
朝阳望京园401号楼;朝阳;四至五环;塔楼;30;32028;2008;0;0
朝阳望京广顺北大街与望京北路交汇处的东南角;朝阳;四至五环;塔楼;31.02;50144;2008;0;0
朝阳望京西园四区东南;朝阳;四至五环;板楼;35;39059;2004;0;0
朝阳南湖南路10号院;朝阳;四至五环;板楼;40;57282;2004;0;0
朝阳望京新城东北200米（望京东园）;朝阳;四至五环;板楼;45;43268;2006;0;0
朝阳望京西路50号院;朝阳;四至五环;板楼;40;50501;2005;0;0
朝阳望京K5区(轻轨望京西站旁);朝阳;四至五环;其它;33;37018;2004;0;0
朝阳望京医院对面经济干部家属院;朝阳;四至五环;板楼;30;38393;1998;0;0
朝阳东四环北路10号（东风桥北150米）;酒仙桥;四至五环;塔楼;30;47606;2008;0;0
朝阳酒仙桥路东侧紧邻亮马嘉园;酒仙桥;四至五环;板楼;31;34668;2000;0;0
朝阳酒仙桥路南十里居15号;酒仙桥;四至五环;板楼;30;39727;2001;0;0
朝阳北京市酒仙桥北路9号;酒仙桥;四至五环;塔楼;25;33278;2000;0;0
朝阳首都机场路大山子出口往北500米;酒仙桥;四至五环;未知;60;81783;2003;0;0
朝阳首都机场高速路东南侧(将台乡驼房营村);酒仙桥;四至五环;未知;40;35288;2008;0;0
大兴旧宫镇小红门路东德林园;大兴;四至五环;板楼;30.5;26715;2001;0;0
朝阳酒仙桥一街坊，酒仙桥26号院;酒仙桥;四至五环;板楼;28;36919;1988;0;0
朝阳东四环宵云桥东芳园西路7号;酒仙桥;四至五环;塔楼;25;38146;2005;0;0
大兴西红门宏福路1号;大兴;四至五环;板楼;41;28664;2003;0;0
朝阳朝阳区三里屯南路6号;三里屯;未知;未知;36;55164;2000;0;0
朝阳北京市朝阳区西大望路;大望路;三至四环;板楼;33;42702;2000;0;0
朝阳团结湖东里12号;团结湖;三至四环;塔楼;30;39828;2000;0;0
朝阳朝阳路慈云寺桥东北角;东八里庄;四至五环;板楼;30;32518;2000;0;0
华威北里;朝阳;未知;未知;30;36864;;0;0
丽源路55号院;丰台;未知;未知;30;34644;;0;0
太平桥路15号;丰台;未知;未知;31;30345;;0;0
开阳里五区;丰台;未知;未知;30;43215;;0;0
景园小街1号;朝阳;未知;未知;30;40124;;0;0
东滨河路2号院;丰台;未知;未知;0.2;37198;;0;0
朝阳十里堡地铁站向北100米路西;东八里庄;四至五环;板楼;30;33798;1994;0;0
朝阳亚运村联大旅游学院向北400米;亚运村小营;四至五环;塔楼;30;41316;2002;0;0
朝阳北四环亚运村北小营中路;亚运村小营;四至五环;板楼;35;42843;2005;0;0
大兴西红门黄良路与宏福西路交汇处;大兴;四至五环;板楼;46;29454;2004;0;0
朝阳东北四环京顺机场高速798艺术区;酒仙桥;四至五环;板楼;30;32909;2000;0;0
朝阳酒仙桥将台路西侧;酒仙桥;四至五环;板楼;20;34212;2008;0;0
朝阳东四环北路10号;酒仙桥;四至五环;塔楼;34;44663;2004;0;0
朝阳酒仙桥久隆百货东南300米;酒仙桥;四至五环;板楼;30;31095;1993;0;0
朝阳酒仙桥北路，798艺术区北侧;酒仙桥;四至五环;板楼;35;32400;1995;0;0
朝阳东四环百子湾路往东100米;百子湾;四至五环;板楼;;34538;2000;0;0
朝阳酒仙桥驼房营;酒仙桥;四至五环;塔楼;37;29460;2001;0;0
朝阳将台西路芳园里46-47号楼;酒仙桥;四至五环;塔楼;33;35077;2001;0;0
朝阳酒仙桥将台西路19号;酒仙桥;四至五环;塔楼;31.8;38058;2004;0;0
石景山鲁谷南路20号院;未知;四至五环;板楼;30;38375;2012;0;0
朝阳将台路，芳园西路路口以东约200米路南;酒仙桥;四至五环;板楼;30;33960;1991;0;0
朝阳东四环四惠地铁东甘露园;甘露园;四至五环;未知;38;31254;2003;0;0
丰台百强大道8号;花乡;四至五环;塔楼;30;26854;2008;0;0
大兴西红门路甲15号院;大兴;四至五环;板楼;30;24160;2000;0;0
丰台看丹路,看丹桥以西约250米路北;丰台;四至五环;板楼;23;30435;1991;0;0
朝阳将台西路花家园，丽都酒店对面;酒仙桥;四至五环;板楼;35;48589;2005;0;0
石景山鲁谷路与鲁谷大街路口南路东;石景山;四至五环;板楼;30;31596;1993;0;0
石景山阜石路与杨庄东路交叉口东南角;石景山;四至五环;板楼;30;47676;2007;0;0
朝阳南湖东园一区;朝阳;四至五环;板楼;50;40419;1999;0;0
